subject,body,label,source,unique_id,seed_type
[UAI] ICML 2007 Call for Workshop Proposals,"-----------------------------------------------------------------
 	ICML07 Second Call for Workshop Proposals

Your help with circulating this announcement locally is much
appreciated. Apologies for multiple postings.
-----------------------------------------------------------------

The ICML-2007 Organizing Committee invites proposals for workshops to
be held at the 24th International Conference on Machine Learning
(ICML-2007), on Sunday, June 24, 2007 at Oregon State University,
Corvallis, Oregon, U.S.A.

Workshops provide organizers and participants with an opportunity to
focus intensively on a specific topic in machine learning or a closely
related area. Workshops can choose to concentrate on emerging research
topics, but can also be devoted to application issues, or to questions
concerning the economic and social aspects of machine learning and
data mining. Successful proposals should propose topics of importance
that will draw a reasonably large set of participants from the machine
learning, and possibly other, communities.

Proposal Due Date: February 16 2007
Acceptance notification: February 23 2007

Guidelines for writing and submitting a proposal can be found at
http://web.engr.oregonstate.edu/~afern/icml07/workshops.html
_______________________________________________
uai mailing list
faq@ENGR.ORST.EDU
https://secure.engr.oregonstate.edu/mailman/listinfo/uai


",0,CEAS-08,88,outlier
Guaranteed,"
Dear 76f40b50e1cae5cb5d8b6a4b0dff2480

Summer is a great time to take a  break off at work and think about your health & personal life.

And we are glad to assist you with it.

 From now on till 30th of September you can use our particular offer.

Visit our site for further details.

answerdry.com

6 Aug 2008 18:13:54


",1,CEAS-08,89,outlier
Re: [Python-Dev] C-API status of Python 3?,"On 3/2/08, Christian Heimes  wrote:
>
> Alex Martelli wrote:
> > Yep, but please do keep the PyUnicode for str and PyString for bytes
> > (as macros/synonnyms of PyStr and PyBytes if you want!-) to help the
> > task of porting existing extensions... the bytearray functions should
> > no doubt be PyBytearray, though.
>
>
> Yeah, we've already planed to keep PyUnicode as prefix for str type
> functions. It makes perfectly sense, not only from the historical point
> of view.
>
> But for PyString I planed to rename the prefix to PyBytes. In my opinion
> we are going to regret it, when we keep too many legacy names from 2.x.
> In order to make the migration process easier I can add a header file
> that provides PyString_* functions as aliases for PyBytes_*


+1 on only doing this via a header that must be explicitly included by
modules wanting the compatibility names.
",0,CEAS-08,96,outlier
CNN.com Daily Top 10,">+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= >THE DAILY TOP 10 >from CNN.com >Top videos and stories as of: Aug  1, 2008  3:58 PM EDT >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= TOP 10 VIDEOS 1. MOM PARTIES AT A CLUB http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/05/ng.mom.pics.cnn Nancy Grace has new photos of Casey Anthony partying at a nightclub after her daughter Caylee vanished. 2. WOMAN'S COMPUTER SPIES ON HER http://www.cnn.com/video/partners/email/index.html?url=/video/tech/2008/08/05/pkg.webcam.spying.wcjb 3. TIGERS ATTACK TEEN AT ZOO http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/wuellner.tiger.attacks.teen.kytv 4. MISTRESS TESTIFIES IN TRIAL http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/05/sot.love.triangle.zammitti.cnn 5. MAN CALLS 911 OVER SANDWICH http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/05/spivey.911.call.sandwich.wtlv 6. JOHN 'JUNIOR' GOTTI ARRESTED http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/ny.gotti.jr.handcuffs.cnn 7. PASSENGERS SLIDE FROM PLANE http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/vo.aa.plane.evacuated.KTLA 8. PLANE EVACUATES PASSENGERS http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/nr.beeper.ca.plane.evacuate.cnn 9. PIPELINE FIRM HELPS SAVE GAS http://www.cnn.com/video/partners/email/index.html?url=/video/tech/2008/08/05/marciano.pipeline.telecommuting.cnn 10. 125,000 GORILLAS FOUND http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/08/05/vo.congo.gorilla.WCS TOP 10 STORIES 1. SMOKE FORCES EMERGENCY LANDING http://www.cnn.com/2008/US/08/05/emergency.landing/index.html Passengers evacuate an American Airlines jet by inflatable slides after an emergency landing at Los Angeles' airport, an official says. 2. HOPES FOR GORILLA SURVIVAL BOOSTED http://www.cnn.com/2008/WORLD/africa/08/05/congo.gorillas/index.html 3. STAY-AT-HOME WIVES WITHOUT KIDS http://www.cnn.com/2008/LIVING/wayoflife/08/05/lw.nokids.nojob.wives/index.html 4. COMMENTARY: IMMIGRANT SANCTUARIES http://www.cnn.com/2008/POLITICS/08/04/navarrette.immigration/index.html 5. FREEMAN RECOVERING AFTER SURGERY http://www.cnn.com/2008/SHOWBIZ/Movies/08/05/people.morgan.freeman.ap/index.html 6. JOHN ""JUNIOR"" GOTTI ARRESTED http://www.cnn.com/2008/CRIME/08/05/gotti.arrest/index.html 7. TOXIN DIMS HOPES FOR MARS LIFE http://www.cnn.com/2008/TECH/space/08/04/nasa.mars/index.html 8. THE LURE OF THE R-RATED COMEDY http://www.cnn.com/2008/SHOWBIZ/Movies/08/05/film.rrated.comedies.ap/index.html 9. STARBUCKS OFFERS AFTERNOON DEAL http://www.cnn.com/2008/US/08/05/starbucks.deal.ap/index.html 10. EDOUARD MAKES LANDFALL http://www.cnn.com/2008/US/weather/08/05/tropical.weather/index.html CNN, The Most Trusted Name in News >    Cable News Network LP, LLLP.                       < >    One CNN Center, Atlanta, Georgia 30303             < >    2008 Cable News Network LP, LLLP.                  < >    A Time Warner Company.                             < >    All Rights Reserved.                               < ========================================================= =   Please send comments or suggestions by going to     = =           http://www.cnn.com/feedback/                = =                                                       = =      Read our privacy guidelines by going to          = =         http://www.cnn.com/privacy.html               = ========================================================= You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings, go to: http://www.cnn.com/linkto/bn.manage.html To unsubscribe from the Daily Top 10, go to http://cgi.cnn.com/m/clik?e=email676@gvc.ceas-challenge.cc&l=cnn-dailytop10",1,CEAS-08,99,outlier
[SM-USERS]  Unknown Date,"
When I send a message from SquirrelMail 1.4.14[SVN] to my SpamCop account, it
arrives with an ""Unknown Date"" in the Inbox view.  When I open the message,
the date appears fine.  Here is the date header from the message:

Date:   	Sat, 16 Feb 2008 13:16:33 -0500 (Eastern Standard Time)

Something needs to be ""tweaked"" but I'm not sure what.

-- 
View this message in context: http://www.nabble.com/Unknown-Date-tp15560818p15560818.html
Sent from the squirrelmail-users mailing list archive at Nabble.com.


",0,CEAS-08,100,outlier
Best way to cure yourself,"V ht ia qeo gr iy a's H lvb ea vqz rtf ev elt Benefit

V ls ia df gr whv a may have more benefits than spicing up love lives.
Last Thursday, researchers at VCU's M dus ed aoo ic vl al College of
Virginia published an online study linking the popular
im kc po rhr te zji nce d fho ru hw g with heart protection.
The study showed that V sj ia phu gr oaa a, the No. 1 d og ru wc g used to treat e rn re gqm ct sht ile
di mq sf cx unc aw tion in men, triggers the release of a chemical
known as n vfu it tmy ric oxi gcn de, which reduces damage in heart muscles
during heart attacks.
We offer you V dqr ia je g lb ra for panic prices and provide you privacy and result.

To learn more, vi ak sit the si vh te!    http://wcxoah.forcefound.com/?fta

Marisol Hager",1,CEAS-08,103,outlier
Re: [Python-Dev] 2.6 and 3.0 tasks,"On Sun, Mar 16, 2008 at 11:57 AM, Benjamin Peterson
 wrote:
[Guido]
> > That's a rather long thread. Was any conclusion reached? I'm not sure
> > how introducing a set of aliases will help merging 2.6 code to 3.0.
> > Can you or Christian describe the proposed approach in more detail?

> As far as I can see, no objections were raised in that thread.

Hm. I had wanted to register a complaint, but I guess I was too busy.

> Christian explained the probable approach:
> http://mail.python.org/pipermail/python-dev/2008-March/077362.html

That's not much of a plan. It doesn't discuss any of the effects of
the proposed change on merging code from the 2.6 trunk to the py3k
branch.

On Sun, Mar 16, 2008 at 12:09 PM, Christian Heimes  wrote:
> Guido van Rossum wrote:
>  > -1. This will make merging code from 2.6 harder, and causes more work
>  > for porting C extensions.
>
>  I'm happy to pay the price for the sake of a clean and easy-to-recall C
>  API.
>
>  The for the C extension problem I already proposed a solution in the
>  thread Benjamin mentioned before.
>
>  #include ""Python.h""
>  #if PY_VERSION_HEX > 0x03000000
>   #include ""python2_compat.h""
>  #endif
>
>  Where python2_compat provides aliases for PyInt and PyString:
>
>  #define PyInt_Spam PyLong_Spam
>  ...
>  #define PyString_Egg PyBytes_Egg

So this doesn't address merges at all. Suppose we have some C code
that's shared between 2.6 and 3.0 and manipulates binary data (e.g.
the gzip codec). It currently uses PyString on both branches, so any
changes to the trunk merge smoothly into the py3k branch. But if you
change PyString -> PyBytes in the py3k branch, every change you make
in the 2.6 code will cause a merge conflict. Is that really what you
want? I worry that it will effectively separate the trunk and the py3k
branch, losing the advantage of doing development that effects both at
once.

-- 
--Guido van Rossum (home page: http://www.python.org/~guido/)
_______________________________________________
Python-Dev mailing list
zvllln-eum@python.org
http://mail.python.org/mailman/listinfo/python-dev
Unsubscribe: http://mail.python.org/mailman/options/python-dev/python-dev%40tangomu.com


",0,CEAS-08,110,outlier
Confirm reset of password for Tracker,"
Someone, perhaps you, has requested that the password be changed for your
username, ""anadelonbrin"". If you wish to proceed with the change, please follow
the link below:

  http://bugs.python.org/user?@template=forgotten&@action=passrst&otk=2XFcrBLUrTrEuQ3wAZtOQR07jhT3xMGg

You should then receive another email with the new password.



",0,CEAS-08,118,outlier
Fast Shipping WorldWide. ,"
Get your free bottles today, and change your life - why wait?

""I couldn't believe that my Paul gained an incredible 3 inches in just 2 short months. Now that he's longer and also thicker, making love is so much more pleasurable, and I come a lot more easily"" Lindsay, California, USA

http://dayscore.com/


",1,CEAS-08,119,outlier
Don't want to buy unknown them at strange stores?,"


Special treatment for your beloved one.


Largest selection of medication products.

Here!




factioneer euroaquilo esportivos
fallschirm entamoebic fLcanfield
excursiion epigastric fLifconfig
errnolistc enrichener federacija
",1,CEAS-08,122,outlier
Compare Top 5 Penis Enlargers,"
Put on an average gain of 3.02 inches where it matters - and all gains are 100% permanent!

Many surveys have shown that ladies prefer their man to have a huge manhood.

http://jumpwill.com/


",1,CEAS-08,125,outlier
Re: ok_languages doesn't seem to work,"> > 100% of the non-English email we're getting is spam, so I
> > added this to my local.cf file:
> > 
> > 
> > ok_languages en
> > 
> > 
> > However, I can't see that it's having any effect at all.
> > I'm still getting tons of Russian and asian spams that
> > don't seem to even be triggering any SA rules at all. Am
> > I using the config option wrong or is there some better
> > way to make non-English language emails score higher? 

On 14.02.08 00:16, Jari Fredriksson wrote:
> I think it is nowadays ok_locales
> 
> ok_locales en
> 
> ok_languages stopped working in some version but I can't remember when..

ok_languages and ok_locales are two different settings, both work.
Maybe you just don't have TextCat plugin enabled??
-- 
Matus UHLAR - fantomas, ovvbe@fantomas.sk ; http://www.fantomas.sk/
Warning: I wish NOT to receive e-mail advertising to this address.
Varovanie: na tuto adresu chcem NEDOSTAVAT akukolvek reklamnu postu.
Saving Private Ryan...
Private Ryan exists. Overwrite? (Y/N)


",0,CEAS-08,129,outlier
We congratulate! You our client!,"Paris Hilton Scandal Tape! Download Now!
http://polimerportalru.125.com1.ru/input1/input.php",1,CEAS-08,131,outlier
Re: Scalar::Util::refaddr,"At 1:23 PM +0200 10/8/07, demerphq wrote:
>On 10/8/07, Juerd Waalboer  wrote:
>>  Seen on Perl Monks:
>>  | I do wonder why in the refaddr code in non-XS Scalar::Util, the code
>>  | stringifies the reference then pulls a number out with a regex. As far
>>  | as I can tell in terms of complexity and time-efficiency, that's clearly
>>  | inferior to forcing the reference to numeric.
>>  -- Jeffrey Kegler at http://perlmonks.org/?node_id=643288
>>
>>  The snippet in question is:
>>
>>      sub refaddr($) {
>>        my $pkg = ref($_[0]) or return undef;
>>        if (blessed($_[0])) {
>>          bless $_[0], 'Scalar::Util::Fake';
>>        }
>>        else {
>>          $pkg = undef;
>>        }
>>        ""$_[0]"" =~ /0x(\\w+)/;
>>        my $i = do { local $^W; hex $1 };
>>        bless $_[0], $pkg if defined $pkg;
>>        $i;
>>      }
>>
>>  This does indeed seem a bit inefficient, especially with the 
>>double reblessing
>>  going on that's probably only there to work around issues caused by the
>>  stringification.
>>
>>  Does anyone know why it wasn't done in this much simpler way?
>>
>>      sub refaddr($) {
>>          ref($_[0]) ? 0+$_[0] : undef
>>      }
>
>Because of overloaded numification it cant be written that way. If I
>overload nummification I can make that return 42 everytime. :-)
>
>However given that they are doing the rebless logic i dont see why the
>regex part is required.
>
>      sub refaddr($) {
>        my $pkg = ref($_[0]) or return undef;
>        if (blessed($_[0])) {
>          bless $_[0], 'Scalar::Util::Fake';
>        }
>        else {
>          $pkg = undef;
>        }
>        my $i = 0+$_[0];
>        bless $_[0], $pkg if defined $pkg;
>        $i;
>      }
>
>Alternatively the entire rebless logic could be chucked and replaced
>with a call to overload::StrVal() which i think has been around as
>long as overload has,then the regex part could stay. I could have
>sworn there was a numeric equivelent to overload::StrVal(), but i cant
>find it documented, which suggests that if it does exist it hasnt
>always, which is why the code doesnt use that.
>
>I guess however the objective could have been to avoid using overload
>at all. Alternatively it could be a speed issue. overload::StrVal() is
>pretty slow as far as I recall.
>
>Core code that looks this crufty is usually that way for a reason. ;-)

Now if there was an easy and efficient way to find out whether 
numification is *not* overloaded on an object, you wouldn't have to 
go through the whole rigamerole of reblessing, but simply return 0 + 
$_[0], no?

Is there an easy and efficient way to check this?



Liz


",0,CEAS-08,134,outlier
